x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
A1913,A0,A1,26.0,A1,A2,A1,A2,A2,A0,50.35,A0
A1914,A0,A0,60.0,A1,A2,A1,A1,A1,A3,37.7,A0
A1915,A0,A0,20.0,A0,A0,A0,A0,A0,A3,19.7,A0
A1916,A0,A1,10.0,A1,A2,A1,A1,A1,A1,35.75,A0
A1917,A0,A0,72.0,A0,A1,A2,A1,A2,A1,108.2,A0
A1918,A1,A0,46.0,A0,A1,A2,A2,A2,A1,100.25,A0
,A0,A0,40.0,A0,A1,A1,A2,A2,A1,74.55,A0
A1920,A1,A0,50.0,A0,A1,A2,A2,A2,A1,100.65,
A1921,A1,A0,,A0,A1,A2,A1,A2,A1,117.45,A1
A1922,A1,A1,2.0,A1,A2,A1,A2,A1,A1,30.4,A1
A1923,A0,A0,49.0,A1,A2,A1,A1,A2,A0,56.3,A0
A1924,A0,A1,,A0,A1,A2,A2,A1,A0,94.9,A0
A1925,A1,A1,31.0,A0,A1,A2,A1,A1,A1,90.7,A0
A1926,A0,A0,,A1,A2,A1,A2,A2,A1,49.95,A1
A1927,A0,A1,72.0,A0,A1,A1,A1,A1,A3,69.65,A0
A1928,A0,A0,72.0,A1,A2,A1,A1,A2,A0,65.25,A0
A1929,A0,A1,44.0,A0,A1,A2,A2,A2,A2,90.4,A0
A1930,A0,A0,22.0,A0,A1,A2,A2,A1,A3,75.8,A0
A1931,A0,A0,,A0,A1,A2,A1,A2,A3,109.0,
A1932,A0,A0,65.0,A0,A1,A2,A1,A1,A1,99.35,A0
A1933,A0,A0,63.0,A0,A1,A2,A1,A2,A1,108.75,
A1934,A0,A0,24.0,A0,A0,A0,A0,A0,A2,20.1,A0
A1935,A0,A1,2.0,A0,A0,A1,A2,A1,A3,46.6,
A1936,A0,A1,67.0,A0,A1,A2,A1,A2,A3,106.6,A0
A1937,A0,A0,7.0,A0,A0,A1,A2,A1,A2,50.7,A0
A1938,A1,A1,,A0,A1,A2,A1,A1,A0,99.65,A0
A1939,A0,A1,16.0,A0,A0,A2,A1,A2,A0,93.2,A1
A1940,A0,A0,,A0,A0,A2,A1,A1,A1,76.1,A0
A1941,A1,A0,4.0,A0,A0,A2,A2,A1,A1,70.2,A0
A1942,A0,A1,27.0,A0,A1,A2,A2,A2,A2,94.55,A1
A1943,A0,A1,10.0,A0,A0,A1,A2,A2,A2,60.95,
A1944,A0,A1,69.0,A0,A0,A0,A0,A0,A0,19.95,A0
,A0,A0,1.0,A0,A0,A0,A0,A0,A3,20.3,A0
A1946,A0,A0,17.0,A1,A2,A1,A1,A1,A0,35.65,A0
A1947,A0,A0,67.0,A0,A0,A1,A2,A1,A3,60.4,A0
A1948,A0,A1,,A0,A0,A1,A2,A2,A2,64.7,A1
,A0,A1,31.0,A0,A1,A1,A1,A1,A1,71.05,A0
A1950,A0,A1,13.0,A0,A0,A0,A0,A0,A2,19.3,A0
A1951,A0,A1,48.0,A0,A0,A1,A2,A1,A0,60.35,A1
A1952,A0,A1,41.0,A0,A0,A1,A2,A1,A3,50.05,A0
A1953,A0,A0,28.0,A0,A0,A2,A1,A2,A0,89.9,A0
A1954,A0,A1,13.0,A0,A0,A2,A2,A1,A1,70.15,A0
A1955,A0,A1,22.0,A0,A1,A2,A2,A2,A1,83.05,A0
,A0,A0,60.0,A0,A1,A2,A2,A2,A1,110.6,A0
A1957,A0,A0,20.0,A1,A2,A1,A2,A1,A1,24.45,A1
A1958,A0,A0,72.0,A0,A1,A2,A1,A2,A0,109.75,A0
A1959,A0,A1,11.0,A0,A0,A2,A2,A1,A1,72.9,
A1960,A1,A1,64.0,A0,A0,A0,A0,A0,A3,20.05,
A1961,A0,A0,61.0,A1,A2,A1,A1,A1,A0,51.35,A0
A1962,A0,A0,,A0,A1,A0,A0,A0,A2,24.4,A0
A1963,A0,A0,62.0,A0,A1,A1,A2,A2,A0,70.45,A0
A1964,A0,A1,13.0,A0,A0,A2,A2,A1,A0,73.75,A0
A1965,A1,A0,57.0,A0,A1,A2,A1,A2,A3,95.25,A1
A1966,A0,A0,22.0,A0,A1,A1,A2,A2,A2,78.65,A0
A1967,A0,A0,72.0,A0,A1,A0,A0,A0,A3,24.75,A0
A1968,A0,A1,60.0,A0,A0,A2,A2,A2,A3,104.95,A0
A1969,A0,A1,60.0,A0,A0,A0,A0,A0,A2,20.6,A0
A1970,A0,A1,52.0,A0,A1,A2,A1,A2,A0,111.25,A1
A1971,A0,A1,16.0,A0,A0,A0,A0,A0,A2,20.0,A0
A1972,A0,A1,42.0,A0,A1,A2,A1,A2,A1,101.75,A1
A1973,A0,A0,71.0,A0,A0,A0,A0,A0,A3,19.9,A0
A1974,A0,A1,25.0,A0,A0,A2,A2,A1,A2,70.95,A1
A1975,A0,A1,1.0,A0,A0,A1,A2,A1,A1,44.75,A0
A1976,A0,A1,1.0,A1,A2,A1,A2,A1,A2,25.85,A0
A1977,A1,A0,34.0,A0,A0,A1,A2,A1,A3,64.2,A0
A1978,A1,A1,46.0,A0,A1,A2,A1,A2,A1,104.45,A0
A1979,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.4,
A1980,A0,A0,63.0,A0,A0,A2,A1,A1,A0,80.3,A0
A1981,A0,A1,,A0,A1,A2,A2,A2,A1,96.75,A1
A1982,A0,A1,37.0,A0,A1,A1,A1,A1,A0,78.9,A0
A1983,A0,A0,9.0,A0,A0,A1,A1,A1,A2,65.6,A0
,A1,A1,26.0,A0,A0,A2,A2,A2,A1,78.8,A0
A1985,A0,A0,51.0,A0,A1,A0,A0,A0,A2,23.95,A0
A1986,A0,A0,39.0,A0,A0,A1,A2,A2,A0,80.0,A1
A1987,A0,A1,52.0,A0,A1,A1,A2,A2,A0,79.75,A0
A1988,A1,A0,72.0,A0,A1,A2,A1,A2,A0,102.65,A0
A1989,A0,A1,38.0,A0,A1,A0,A0,A0,A1,24.25,A0
A1990,A1,A1,4.0,A0,A1,A2,A2,A2,A1,94.3,A1
A1991,A0,A0,4.0,A0,A0,A2,A2,A2,A1,80.85,A1
A1992,A0,A1,1.0,A0,A0,A1,A2,A1,A2,44.45,A1
A1993,A0,A1,47.0,A0,A0,A0,A0,A0,A2,20.55,A0
A1994,A0,A0,64.0,A0,A1,A2,A1,A2,A1,105.25,A0
A1995,A0,A1,1.0,A0,A1,A1,A2,A1,A1,50.45,
A1996,A0,A0,72.0,A0,A1,A1,A1,A1,A3,67.8,A0
A1997,A0,A0,,A0,A1,A1,A2,A2,A1,68.4,A0
A1998,A1,A0,58.0,A0,A0,A2,A1,A2,A0,105.5,A1
A1999,A0,A1,1.0,A0,A0,A0,A0,A0,A1,19.85,A1
A2000,A0,A1,6.0,A0,A0,A1,A1,A1,A3,55.7,A0
A2001,A0,A1,3.0,A1,A2,A1,A1,A2,A1,50.6,A1
A2002,A0,A0,31.0,A0,A0,A1,A2,A1,A2,54.35,A0
A2003,A0,A0,,A0,A1,A2,A2,A1,A3,73.85,A1
A2004,A1,A1,21.0,A0,A0,A1,A2,A1,A3,60.05,A1
A2005,A0,A0,,A0,A1,A1,A1,A2,A3,93.25,A0
A2006,A0,A0,2.0,A0,A0,A1,A1,A2,A2,64.2,
A2007,A0,A1,2.0,A0,A0,A0,A0,A0,A2,19.35,A0
A2008,A0,A0,30.0,A0,A1,A2,A2,A2,A1,85.0,A1
A2009,A0,A1,49.0,A0,A1,A2,A2,A1,A0,75.2,A1
A2010,A0,A0,55.0,A0,A1,A1,A1,A2,A3,75.75,A0
A2011,A1,A1,23.0,A0,A1,A2,A2,A1,A2,79.35,A0
A2012,A0,A1,26.0,A1,A2,A1,A2,A1,A1,35.75,A0
A2013,A0,A0,1.0,A0,A0,A2,A2,A1,A1,71.0,A1
A2014,A0,A1,,A0,A0,A0,A0,A0,A3,20.4,A0
A2015,A0,A0,72.0,A0,A1,A0,A0,A0,A0,25.55,A0
A2016,A1,A1,63.0,A0,A1,A1,A1,A1,A3,83.0,A0
A2017,A0,A0,69.0,A0,A0,A2,A1,A2,A0,106.4,
A2018,A0,A0,10.0,A0,A0,A1,A2,A1,A0,54.95,A0
A2019,A0,A0,19.0,A0,A1,A2,A2,A2,A3,89.35,A0
A2020,A1,A1,18.0,A0,A1,A2,A1,A2,A0,103.6,A0
A2021,A0,A1,55.0,A0,A0,A2,A1,A2,A2,100.9,A0
A2022,A0,A0,32.0,A0,A0,A1,A1,A2,A3,76.3,A0
A2023,A0,A0,28.0,A0,A0,A2,A2,A2,A3,82.85,A0
A2024,A0,A0,11.0,A0,A1,A1,A2,A1,A3,65.15,A0
A2025,A0,A1,72.0,A0,A1,A1,A1,A2,A0,86.05,A0
A2026,A0,A1,1.0,A0,A0,A0,A0,A0,A3,20.95,A0
,A1,A0,,A0,A1,A2,A2,A1,A1,89.2,A0
A2028,A0,A0,50.0,A0,A1,A2,A2,A2,A1,103.95,
A2029,A0,A1,4.0,A0,A0,A0,A0,A0,A2,20.05,A0
A2030,A0,A0,61.0,A0,A1,A0,A0,A0,A3,25.3,A0
A2031,A0,A0,40.0,A1,A2,A1,A1,A2,A2,60.3,
A2032,A0,A0,11.0,A0,A0,A1,A2,A1,A3,45.9,A0
A2033,A0,A0,61.0,A0,A1,A2,A2,A2,A3,96.5,
A2034,A0,A1,62.0,A0,A1,A2,A1,A2,A0,115.05,A0
A2035,A1,A1,,A0,A1,A2,A2,A1,A1,86.6,A1
A2036,A0,A1,35.0,A0,A1,A1,A2,A1,A2,55.25,A0
A2037,A0,A0,26.0,A0,A0,A0,A0,A0,A0,19.65,A0
A2038,A0,A1,65.0,A1,A2,A1,A2,A2,A0,59.95,
A2039,A1,A1,1.0,A0,A0,A2,A2,A1,A2,70.6,A0
A2040,A0,A1,,A0,A0,A2,A2,A1,A1,70.0,A1
A2041,A0,A0,22.0,A0,A0,A1,A1,A2,A3,69.5,A1
A2042,A0,A1,22.0,A0,A0,A1,A2,A1,A1,49.8,A0
A2043,A0,A1,2.0,A0,A0,A1,A2,A2,A0,61.2,A0
A2044,A0,A1,68.0,A0,A1,A1,A2,A1,A2,54.45,A0
A2045,A0,A1,5.0,A0,A0,A2,A2,A1,A2,80.1,A0
A2046,A0,A0,72.0,A0,A1,A1,A1,A2,A3,82.3,A0
A2047,A0,A1,1.0,A1,A2,A1,A2,A2,A1,35.55,A1
A2048,A0,A1,1.0,A0,A0,A2,A2,A1,A1,76.35,A1
A2049,A0,A0,71.0,A0,A0,A0,A0,A0,A0,19.7,A0
A2050,A0,A0,50.0,A0,A1,A2,A1,A2,A1,108.25,A0
A2051,A1,A1,5.0,A0,A1,A2,A1,A2,A1,89.8,
A2052,A0,A1,1.0,A0,A1,A1,A2,A2,A1,60.15,A1
A2053,A0,A0,69.0,A0,A0,A0,A0,A0,A2,19.4,A0
A2054,A0,A1,9.0,A0,A0,A2,A2,A2,A3,90.8,A1
A2055,A0,A1,,A0,A1,A2,A2,A1,A0,79.55,A0
A2056,A1,A1,4.0,A1,A2,A1,A2,A1,A3,25.2,A1
A2057,A0,A1,6.0,A0,A0,A2,A2,A2,A1,91.1,A1
A2058,A0,A1,3.0,A0,A0,A1,A2,A1,A2,50.15,A0
A2059,A1,A0,13.0,A0,A0,A2,A1,A2,A1,98.0,
A2060,A1,A1,1.0,A0,A1,A2,A2,A1,A1,72.1,A0
A2061,A0,A0,35.0,A0,A1,A2,A2,A2,A3,89.85,A0
A2062,A0,A1,9.0,A0,A0,A0,A0,A0,A2,18.95,A1
A2063,A0,A0,36.0,A0,A0,A1,A1,A1,A2,53.65,A0
A2064,A0,A1,41.0,A0,A0,A0,A0,A0,A2,20.0,A0
A2065,A1,A1,2.0,A0,A0,A1,A1,A1,A2,54.85,A1
A2066,A0,A1,35.0,A0,A0,A1,A2,A2,A2,72.1,A0
A2067,A0,A1,32.0,A0,A0,A0,A0,A0,A3,19.75,
A2068,A0,A0,28.0,A0,A0,A2,A2,A2,A2,92.35,A1
A2069,A0,A1,7.0,A0,A0,A1,A2,A2,A1,66.85,A0
A2070,A0,A0,23.0,A0,A0,A1,A2,A2,A3,68.75,A0
A2071,A0,A0,70.0,A0,A0,A0,A0,A0,A0,20.35,A0
A2072,A0,A0,72.0,A0,A1,A2,A1,A2,A3,114.45,A0
A2073,A0,A1,71.0,A0,A1,A0,A0,A0,A2,24.35,A0
A2074,A0,A0,67.0,A0,A0,A1,A1,A2,A0,81.35,
A2075,A1,A1,1.0,A1,A2,A1,A2,A2,A1,39.65,A1
A2076,A0,A1,63.0,A1,A2,A1,A1,A1,A3,40.6,A0
A2077,A0,A1,22.0,A0,A1,A1,A2,A1,A1,54.45,A1
A2078,A0,A0,61.0,A0,A1,A1,A1,A2,A3,80.9,A0
A2079,A0,A0,0.0,A0,A0,A0,A0,A0,A2,19.7,A0
A2080,A0,A1,1.0,A0,A0,A2,A2,A1,A1,69.9,A1
A2081,A0,A0,63.0,A0,A1,A2,A1,A2,A3,104.8,A0
A2082,A0,A0,15.0,A0,A0,A0,A0,A0,A1,20.0,A1
A2083,A0,A0,17.0,A1,A2,A1,A2,A2,A1,54.6,A0
A2084,A0,A0,72.0,A0,A0,A1,A1,A2,A1,74.35,
A2085,A0,A1,30.0,A0,A0,A2,A2,A1,A1,85.15,
A2086,A0,A1,3.0,A0,A0,A2,A2,A1,A1,80.5,A0
A2087,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.6,A1
A2088,A0,A1,15.0,A0,A0,A1,A2,A1,A2,56.15,A0
A2089,A0,A1,18.0,A0,A1,A1,A2,A2,A0,82.0,A1
A2090,A0,A1,10.0,A0,A0,A2,A1,A2,A1,104.4,A1
A2091,A0,A1,,A0,A0,A2,A1,A2,A2,104.55,A0
A2092,A0,A0,25.0,A0,A0,A2,A2,A2,A0,95.7,A0
A2093,A0,A0,69.0,A0,A1,A2,A2,A2,A3,105.35,A0
A2094,A0,A0,49.0,A0,A1,A2,A2,A2,A1,97.95,A0
A2095,A0,A0,51.0,A0,A0,A2,A1,A1,A1,93.5,A0
A2096,A0,A1,45.0,A0,A0,A1,A1,A1,A0,62.55,
A2097,A0,A0,3.0,A0,A0,A0,A0,A0,A2,20.85,A0
A2098,A0,A0,,A0,A1,A2,A1,A2,A0,110.65,A0
A2099,A0,A1,31.0,A0,A0,A1,A2,A1,A1,55.25,A1
A2100,A0,A0,40.0,A0,A1,A2,A1,A2,A0,110.1,A0
A2101,A0,A1,24.0,A0,A1,A2,A2,A1,A1,84.35,A0
A2102,A0,A0,60.0,A0,A1,A2,A1,A2,A0,110.8,A0
A2103,A1,A1,38.0,A0,A0,A1,A1,A1,A0,70.15,A1
A2104,A1,A1,32.0,A0,A1,A2,A2,A2,A0,96.15,A1
A2105,A0,A1,5.0,A0,A0,A0,A0,A0,A2,20.5,A0
A2106,A0,A1,13.0,A1,A2,A1,A2,A2,A1,35.1,A1
A2107,A0,A1,9.0,A0,A0,A1,A2,A1,A2,44.4,A0
A2108,A1,A1,1.0,A0,A0,A2,A2,A1,A1,79.2,A1
A2109,A0,A0,71.0,A0,A0,A0,A0,A0,A3,20.9,A0
A2110,A0,A1,16.0,A0,A0,A0,A0,A0,A0,20.6,A0
A2111,A0,A0,62.0,A0,A0,A2,A2,A2,A1,104.3,A0
A2112,A0,A1,28.0,A0,A0,A1,A1,A1,A1,59.9,A0
A2113,A0,A0,24.0,A0,A0,A1,A2,A2,A3,74.4,A0
A2114,A1,A1,72.0,A0,A1,A0,A0,A0,A0,25.1,A0
A2115,A0,A1,10.0,A0,A1,A1,A2,A1,A0,54.5,A0
A2116,A0,A1,12.0,A0,A0,A1,A1,A1,A2,53.75,A0
A2117,A0,A1,12.0,A0,A1,A2,A1,A2,A2,112.95,A1
A2118,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.35,A0
A2119,A0,A0,72.0,A0,A1,A1,A1,A2,A3,91.15,A0
A2120,A0,A1,46.0,A0,A0,A2,A1,A2,A1,99.8,A0
A2121,A0,A1,10.0,A0,A0,A2,A2,A1,A2,70.15,A0
A2122,A0,A1,13.0,A1,A2,A1,A2,A1,A1,23.9,A1
A2123,A1,A1,24.0,A0,A0,A2,A2,A1,A0,70.0,A0
A2124,A0,A1,66.0,A0,A1,A2,A2,A1,A0,90.95,A0
A2125,A0,A1,17.0,A0,A1,A1,A2,A1,A2,55.85,A1
A2126,A0,A1,6.0,A0,A0,A1,A1,A1,A1,59.45,A0
A2127,A1,A0,15.0,A0,A1,A2,A2,A1,A1,83.05,A1
A2128,A0,A0,63.0,A0,A0,A0,A0,A0,A0,20.0,A0
A2129,A0,A0,61.0,A0,A0,A0,A0,A0,A0,19.75,A0
A2130,A0,A0,30.0,A0,A0,A2,A2,A2,A1,86.45,A0
A2131,A0,A1,27.0,A0,A0,A1,A1,A1,A3,52.85,A0
A2132,A0,A0,56.0,A0,A1,A0,A0,A0,A2,24.45,A0
A2133,A0,A0,27.0,A0,A1,A2,A1,A1,A1,100.75,A0
A2134,A0,A0,70.0,A0,A1,A1,A2,A2,A3,80.6,A0
A2135,A0,A0,70.0,A0,A0,A2,A1,A2,A1,106.15,A0
A2136,A0,A1,43.0,A0,A1,A1,A1,A2,A0,85.1,A0
A2137,A0,A1,46.0,A0,A0,A0,A0,A0,A1,19.95,A0
A2138,A1,A1,8.0,A0,A1,A2,A2,A2,A0,100.15,A0
A2139,A0,A1,51.0,A0,A0,A2,A2,A1,A2,86.35,A0
A2140,A0,A1,3.0,A0,A0,A2,A2,A2,A1,92.0,A0
A2141,A0,A0,51.0,A0,A0,A1,A1,A1,A0,60.5,A0
A2142,A0,A0,67.0,A0,A0,A0,A0,A0,A2,19.65,A0
A2143,A0,A0,46.0,A0,A1,A2,A1,A2,A0,108.9,
A2144,A0,A1,6.0,A0,A0,A0,A0,A0,A0,19.7,A0
A2145,A0,A1,72.0,A0,A1,A2,A1,A2,A3,113.4,A0
A2146,A0,A1,1.0,A0,A0,A1,A2,A1,A1,54.65,A0
A2147,A0,A0,20.0,A0,A0,A0,A0,A0,A2,20.35,A0
A2148,A0,A0,35.0,A1,A2,A1,A2,A1,A0,46.35,A0
A2149,A0,A0,63.0,A0,A1,A2,A1,A2,A1,103.4,
A2150,A0,A1,4.0,A0,A1,A2,A1,A1,A3,77.95,A1
A2151,A0,A0,70.0,A0,A1,A1,A1,A2,A3,84.8,A0
A2152,A0,A1,15.0,A0,A0,A2,A1,A1,A3,83.2,A0
A2153,A0,A0,7.0,A0,A0,A0,A0,A0,A2,20.65,A0
A2154,A0,A0,39.0,A1,A2,A1,A2,A1,A0,25.25,A0
A2155,A0,A1,1.0,A1,A2,A1,A1,A1,A3,29.95,A1
A2156,A0,A1,47.0,A0,A0,A1,A1,A1,A1,55.3,A0
A2157,A0,A0,72.0,A0,A1,A1,A2,A1,A3,66.85,A0
A2158,A0,A0,72.0,A0,A1,A1,A1,A2,A0,89.85,A0
A2159,A0,A1,7.0,A0,A1,A2,A2,A2,A1,94.1,A0
A2160,A1,A0,4.0,A0,A1,A2,A2,A1,A1,83.25,A0
A2161,A1,A1,64.0,A0,A1,A2,A1,A2,A3,103.5,A0
A2162,A1,A0,1.0,A0,A0,A1,A2,A1,A1,46.0,A1
A2163,A0,A0,32.0,A0,A0,A2,A1,A2,A2,94.8,A0
A2164,A1,A1,7.0,A0,A0,A1,A1,A1,A2,51.3,A0
A2165,A0,A1,1.0,A0,A1,A2,A2,A1,A1,84.6,A0
A2166,A0,A1,15.0,A0,A0,A0,A0,A0,A2,19.8,A0
A2167,A0,A0,17.0,A0,A0,A2,A2,A1,A1,69.0,A1
A2168,A0,A0,41.0,A0,A0,A2,A1,A1,A3,86.2,A0
A2169,A0,A0,67.0,A0,A0,A2,A1,A2,A3,103.15,A0
A2170,A0,A0,8.0,A0,A0,A0,A0,A0,A3,20.15,A1
A2171,A0,A0,70.0,A0,A1,A0,A0,A0,A0,25.15,A0
A2172,A0,A1,46.0,A0,A1,A2,A1,A2,A1,108.65,
A2173,A0,A1,4.0,A0,A1,A2,A1,A2,A1,90.05,A1
A2174,A0,A0,48.0,A0,A0,A1,A1,A1,A0,55.8,A0
A2175,A0,A1,27.0,A0,A0,A1,A1,A1,A2,56.15,A0
A2176,A1,A0,,A0,A1,A2,A1,A2,A1,103.85,A1
A2177,A0,A0,66.0,A1,A2,A1,A2,A2,A3,50.55,A0
A2178,A0,A1,6.0,A0,A0,A0,A0,A0,A2,20.2,A0
A2179,A0,A1,25.0,A0,A1,A0,A0,A0,A3,25.3,A1
A2180,A0,A1,1.0,A0,A0,A0,A0,A0,A2,18.9,A0
A2181,A0,A0,69.0,A0,A0,A0,A0,A0,A2,19.9,A0
A2182,A0,A1,16.0,A0,A0,A2,A2,A1,A0,69.95,A0
A2183,A0,A1,33.0,A0,A1,A2,A1,A2,A1,107.55,A0
A2184,A0,A1,69.0,A0,A1,A2,A1,A2,A3,110.5,A0
A2185,A0,A1,41.0,A1,A2,A1,A1,A2,A1,40.35,A0
A2186,A0,A0,50.0,A0,A0,A1,A2,A1,A3,44.8,A0
A2187,A0,A0,14.0,A0,A0,A0,A0,A0,A2,19.5,A0
A2188,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.5,A0
A2189,A1,A0,45.0,A0,A0,A2,A2,A2,A1,86.1,A0
A2190,A0,A1,12.0,A0,A0,A2,A2,A1,A3,81.7,A1
A2191,A0,A1,38.0,A0,A1,A2,A1,A2,A1,104.85,A0
A2192,A0,A1,52.0,A0,A0,A2,A2,A1,A1,91.25,
A2193,A0,A0,,A1,A2,A1,A2,A1,A1,40.55,
A2194,A0,A1,2.0,A0,A0,A0,A0,A0,A2,20.05,A0
A2195,A0,A1,32.0,A0,A1,A2,A2,A1,A1,84.05,A1
A2196,A0,A0,58.0,A1,A2,A1,A1,A1,A1,45.35,A0
A2197,A1,A1,19.0,A0,A0,A2,A2,A2,A0,95.9,A1
A2198,A1,A0,32.0,A0,A1,A2,A1,A2,A1,93.5,
A2199,A0,A0,72.0,A0,A1,A2,A1,A2,A0,107.7,A0
A2200,A0,A0,62.0,A0,A0,A1,A2,A1,A0,54.75,A0
A2201,A0,A1,2.0,A0,A0,A2,A2,A1,A1,69.8,
A2202,A0,A0,72.0,A0,A1,A0,A0,A0,A3,23.55,A0
A2203,A1,A0,,A0,A1,A2,A1,A2,A0,96.55,A1
A2204,A0,A0,56.0,A0,A0,A0,A0,A0,A2,20.05,A0
A2205,A0,A1,25.0,A0,A0,A0,A0,A0,A2,19.05,A0
A2206,A1,A1,54.0,A1,A2,A1,A1,A2,A1,55.45,A0
A2207,A0,A0,69.0,A1,A2,A1,A2,A1,A2,39.1,A0
A2208,A1,A1,1.0,A0,A0,A1,A2,A1,A1,46.3,A0
A2209,A0,A1,1.0,A1,A2,A1,A2,A1,A1,24.4,A0
A2210,A1,A1,51.0,A0,A1,A2,A2,A2,A1,97.8,A1
A2211,A0,A0,15.0,A0,A0,A2,A2,A2,A1,101.9,A0
A2212,A0,A0,71.0,A0,A1,A0,A0,A0,A2,23.85,A0
A2213,A0,A0,51.0,A0,A1,A0,A0,A0,A2,25.5,A0
A2214,A0,A0,69.0,A0,A1,A2,A1,A2,A3,112.55,
A2215,A0,A1,46.0,A0,A1,A2,A2,A1,A3,72.8,A0
A2216,A0,A1,7.0,A0,A1,A2,A2,A1,A1,75.35,A0
A2217,A0,A1,1.0,A0,A0,A2,A2,A2,A1,90.6,A1
A2218,A0,A0,,A0,A0,A1,A2,A1,A1,49.15,A0
A2219,A0,A0,23.0,A0,A0,A0,A0,A0,A0,20.0,A0
A2220,A0,A1,8.0,A0,A0,A1,A2,A1,A2,44.45,A0
A2221,A0,A1,1.0,A0,A0,A1,A2,A1,A2,49.9,A1
A2222,A0,A1,1.0,A0,A0,A1,A2,A1,A1,45.3,A1
A2223,A0,A1,3.0,A0,A0,A1,A2,A2,A2,54.65,A0
A2224,A0,A1,7.0,A0,A0,A1,A2,A1,A2,59.5,A1
A2225,A0,A1,57.0,A1,A2,A1,A2,A1,A0,41.1,A0
A2226,A0,A0,16.0,A0,A1,A2,A1,A1,A0,79.95,A0
A2227,A0,A1,17.0,A0,A0,A2,A1,A1,A1,83.55,A0
A2228,A0,A1,3.0,A1,A2,A1,A1,A1,A2,35.45,A1
A2229,A0,A1,26.0,A1,A2,A1,A2,A2,A2,45.8,
A2230,A0,A1,2.0,A1,A2,A1,A2,A1,A1,24.5,A0
A2231,A0,A1,52.0,A0,A1,A1,A1,A2,A2,85.15,A0
A2232,A1,A0,,A1,A2,A1,A1,A2,A1,39.1,A0
A2233,A0,A0,30.0,A0,A0,A2,A1,A1,A3,82.05,A0
A2234,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.3,A1
A2235,A0,A0,14.0,A0,A1,A2,A2,A2,A1,85.15,A1
A2236,A1,A0,21.0,A0,A0,A2,A2,A1,A1,69.1,A1
A2237,A1,A0,7.0,A0,A1,A2,A2,A1,A2,74.4,A1
A2238,A0,A1,6.0,A0,A1,A2,A2,A1,A2,73.85,A0
A2239,A0,A1,42.0,A0,A0,A1,A2,A1,A0,54.55,A0
A2240,A0,A0,10.0,A0,A1,A2,A2,A2,A1,85.95,A0
A2241,A0,A0,,A0,A1,A0,A0,A0,A2,26.8,A0
A2242,A0,A0,33.0,A0,A1,A2,A1,A2,A1,93.35,A0
A2243,A0,A1,6.0,A0,A0,A2,A2,A2,A1,83.9,A1
A2244,A0,A0,60.0,A0,A0,A1,A1,A2,A3,76.95,A0
A2245,A0,A1,1.0,A0,A0,A1,A2,A1,A2,45.3,A0
A2246,A0,A1,15.0,A0,A0,A0,A0,A0,A2,19.6,A0
A2247,A0,A0,72.0,A0,A0,A1,A1,A2,A3,75.4,A0
A2248,A0,A1,14.0,A1,A2,A1,A2,A2,A1,55.0,
A2249,A0,A0,70.0,A0,A1,A1,A2,A1,A0,65.3,
,A1,A1,60.0,A0,A1,A1,A1,A2,A1,71.75,A0
A2251,A0,A0,45.0,A0,A1,A2,A2,A1,A2,84.55,A0
A2252,A0,A0,59.0,A0,A1,A2,A2,A2,A1,85.55,A1
A2253,A0,A0,18.0,A0,A0,A1,A2,A2,A1,83.25,A0
A2254,A0,A1,42.0,A1,A2,A1,A1,A2,A1,54.75,A0
A2255,A0,A1,,A0,A1,A0,A0,A0,A3,25.1,A0
A2256,A0,A1,5.0,A0,A0,A1,A2,A1,A2,46.0,
A2257,A0,A1,39.0,A1,A2,A1,A2,A2,A0,50.65,A0
A2258,A0,A1,5.0,A0,A0,A2,A2,A2,A2,78.75,A0
A2259,A0,A0,,A0,A0,A0,A0,A0,A3,19.8,A0
A2260,A0,A1,62.0,A0,A0,A0,A0,A0,A0,20.05,A0
,A1,A0,,A0,A1,A2,A1,A2,A0,110.6,A0
A2262,A0,A1,1.0,A0,A0,A1,A2,A1,A2,45.15,
A2263,A0,A0,459.5177641275223,A0,A1,A1,A2,A2,A0,69.0,A0
A2264,A1,A0,51.0,A0,A1,A2,A2,A2,A3,93.65,
A2265,A1,A0,68.0,A0,A0,A1,A1,A1,A3,60.65,A0
A2266,A1,A0,71.0,A0,A0,A2,A1,A1,A3,86.7,
A2267,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.9,
A2268,A0,A0,8.0,A0,A0,A1,A2,A1,A1,54.4,A0
A2269,A1,A1,15.0,A0,A1,A1,A2,A1,A0,55.0,A1
A2270,A0,A1,3.0,A0,A0,A0,A0,A0,A2,21.2,
A2271,A0,A0,52.0,A0,A1,A2,A1,A1,A0,95.7,A0
A2272,A0,A1,10.0,A0,A0,A1,A1,A2,A2,64.9,A0
A2273,A0,A1,41.0,A0,A0,A2,A2,A1,A3,70.25,A1
A2274,A0,A1,50.0,A0,A1,A1,A2,A2,A3,69.5,A0
